직군 정보,company_kind,mid_company_kind,big_company_kind
,유선통신업,네트워크·통신·모바일,IT·웹·통신
,호텔업,호텔·여행·항공,서비스업
,의약품도매업,유통·무역·상사,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,비주거용건물임대업,부동산·임대·중개,건설업
,호텔업,호텔·여행·항공,서비스업
,자동차신품판매업,판매,판매∙유통
,임대업부동산제외,부동산·임대·중개,건설업
,가전제품부품도매업,유통·무역·상사,판매∙유통
,화학물질화학제품도매업,유통·무역·상사,판매∙유통
,전자감지장치제조업,전기·전자·제어,제조·화학
,부동산개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,화력발전업,석유·화학·에너지,제조·화학
,부동산임대업,부동산·임대·중개,건설업
,기초화학물질제조업,석유·화학·에너지,제조·화학
,증기온수공기조절공급업,환경·설비,건설업
,부동산관리업,부동산·임대·중개,건설업
,의약품도매업,유통·무역·상사,판매∙유통
,항만수로유사구조물건설업,건설·건축·토목·시공,건설업
,사업시설유지관리서비스업,시설관리·경비·용역,서비스업
,부동산개발공급업,건설·건축·토목·시공,건설업
,커피전문점,외식업·식음료,서비스업
,시계귀금속제품도매업,유통·무역·상사,판매∙유통
,운송관련서비스업,운송·운수·물류,판매∙유통
,화물자동차특수목적용자동차제조업,기계·설비·자동차,제조·화학
,자동차신품판매업,판매,판매∙유통
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,자동차신품판매업,판매,판매∙유통
,선박구성부분품제조업,조선·항공·우주,제조·화학
,임시일용인력공급업,시설관리·경비·용역,서비스업
,발광다이오드제조업,반도체·광학·LCD,제조·화학
,메모리용전자집적회로제조업,전기·전자·제어,제조·화학
,자동차신품판매업,판매,판매∙유통
,방송프로그램제작업,방송사·케이블,미디어·디자인
,갬블링베팅업,호텔·여행·항공,서비스업
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,외항화물운송업,운송·운수·물류,판매∙유통
,도로관련시설운영업,도로·항만,건설업
,도로관련시설운영업,도로·항만,건설업
,골판지종이상자용기제조업,가구·목재·제지,제조·화학
,골판지제조업,가구·목재·제지,제조·화학
,사무용가구기기도매업,유통·무역·상사,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,주류도매업,유통·무역·상사,판매∙유통
,원양어업,농업·어업·광업·임업,제조·화학
,호텔업,호텔·여행·항공,서비스업
,철강제조업,금속·재료·철강·요업,제조·화학
,전기용기계장비관련기자재도매업,유통·무역·상사,판매∙유통
,의약품도매업,유통·무역·상사,판매∙유통
,자동차용신품조향장치현가장치제조업,기계·설비·자동차,제조·화학
,자동차신품판매업,판매,판매∙유통
,전문도매업,유통·무역·상사,판매∙유통
,비주거용건물건설업,건설·건축·토목·시공,건설업
,대형마트,판매,판매∙유통
,지주회사,기타금융,은행·금융업
,선박구성부분품제조업,조선·항공·우주,제조·화학
,휴양콘도운영업,호텔·여행·항공,서비스업
,도매상품중개업,유통·무역·상사,판매∙유통
,비주거용건물임대업,부동산·임대·중개,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,아파트건설업,건설·건축·토목·시공,건설업
,부동산업,부동산·임대·중개,건설업
,비주거용건물임대업,부동산·임대·중개,건설업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,자료처리업,출판·인쇄·사진,미디어·디자인
,가정용전기기기제조업,생활용품·소비재·사무,제조·화학
,선박구성부분품제조업,조선·항공·우주,제조·화학
,자동차엔진용신품부품제조업,기계·설비·자동차,제조·화학
,인쇄회로기판용적층판제조업,전기·전자·제어,제조·화학
,통신판매업,판매,판매∙유통
,부동산중개대리업,부동산·임대·중개,건설업
,도로건설업,건설·건축·토목·시공,건설업
,시멘트제조업,금속·재료·철강·요업,제조·화학
,레미콘제조업,기계·설비·자동차,제조·화학
,시멘트제조업,금속·재료·철강·요업,제조·화학
,승용차여객용자동차제조업,기계·설비·자동차,제조·화학
,위생용종이제품제조업,가구·목재·제지,제조·화학
,가방보호용케이스도매업,유통·무역·상사,판매∙유통
,화장품제조업,화장품·뷰티,제조·화학
,분류안된운송관련서비스업,운송·운수·물류,판매∙유통
,호텔업,호텔·여행·항공,서비스업
,액체연료관련제품도매업,유통·무역·상사,판매∙유통
,자동차임대업,렌탈·임대,서비스업
,호텔업,호텔·여행·항공,서비스업
,피복충전용접봉제조업,금속·재료·철강·요업,제조·화학
,외항화물운송업,운송·운수·물류,판매∙유통
,슈퍼마켓,판매,판매∙유통
,반도체제조용기계제조업,반도체·광학·LCD,제조·화학
,비알코올음료제조업,식품가공·개발,제조·화학
,연료용가스제조배관공급업,기계·설비·자동차,제조·화학
,부동산임대업,부동산·임대·중개,건설업
,일반창고업,운송·운수·물류,판매∙유통
,양돈업,농업·어업·광업·임업,제조·화학
,영화관운영업,레저·스포츠·여가,서비스업
,식료품제조업,식품가공·개발,제조·화학
,사업지원서비스업,기타서비스업,서비스업
,화장품비누방향제소매업,판매,판매∙유통
,설탕제조업,식품가공·개발,제조·화학
,프로그램공급업,솔루션·SI·ERP·CRM,IT·웹·통신
,영상오디오기록물제작배급업,영화·배급·음악,미디어·디자인
,가공식품도매업,유통·무역·상사,판매∙유통
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,전기업,전기·전자·제어,제조·화학
,발전업,석유·화학·에너지,제조·화학
,바이오연료혼합물제조업,석유·화학·에너지,제조·화학
,전기전자정밀기기수리업,AS·카센터·주유,서비스업
,신발도매업,유통·무역·상사,판매∙유통
,기관구내식당업,외식업·식음료,서비스업
,지정폐기물처리업,환경,제조·화학
,무선통신장비제조업,네트워크·통신·모바일,IT·웹·통신
,서양식음식점업,외식업·식음료,서비스업
,부동산임대업,부동산·임대·중개,건설업
,디스플레이장치용유리제조업,반도체·광학·LCD,제조·화학
,철물금속파스너수공구도매업,유통·무역·상사,판매∙유통
,전자감지장치제조업,전기·전자·제어,제조·화학
,판유리제조업,식품가공·개발,제조·화학
,지주회사,기타금융,은행·금융업
,레미콘제조업,기계·설비·자동차,제조·화학
,시멘트제조업,금속·재료·철강·요업,제조·화학
,기초유기화학물질제조업,석유·화학·에너지,제조·화학
,크라프트지상자용판지제조업,가구·목재·제지,제조·화학
,비주거용건물임대업,부동산·임대·중개,건설업
,데이터베이스온라인정보제공업,솔루션·SI·ERP·CRM,IT·웹·통신
,컴퓨터시스템통합자문구축서비스업,IT컨설팅,IT·웹·통신
,항공운송지원서비스업,운송·운수·물류,판매∙유통
,항공여객운송업,운송·운수·물류,판매∙유통
,아파트건설업,건설·건축·토목·시공,건설업
,자동차신품판매업,판매,판매∙유통
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,신용조사추심대행업,은행·금융·저축,은행·금융업
,투자기관,은행·금융·저축,은행·금융업
,타일유사비내화요업제품제조업,금속·재료·철강·요업,제조·화학
,지주회사,기타금융,은행·금융업
,해상운송업,운송·운수·물류,판매∙유통
,일반기계장비수리업,AS·카센터·주유,서비스업
,경영컨설팅업,연구소·컨설팅·조사,기관∙협회
,레미콘제조업,기계·설비·자동차,제조·화학
,자동차신품판매업,판매,판매∙유통
,레미콘제조업,기계·설비·자동차,제조·화학
,다이오드트랜지스터유사반도체소자제조업,반도체·광학·LCD,제조·화학
,자동차차체용신품부품제조업,기계·설비·자동차,제조·화학
,운동경기용품도매업,유통·무역·상사,판매∙유통
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
,지상파방송업,방송사·케이블,미디어·디자인
,증기온수공기조절공급업,환경·설비,건설업
,주거용건물개발공급업,건설·건축·토목·시공,건설업
,금속류해체선별업,금속·재료·철강·요업,제조·화학
,부동산업,부동산·임대·중개,건설업
,완제의약품제조업,제약·보건·바이오,의료·제약·복지
